Target (x, y, z) -> Joint Angles (theta1, theta2, theta3, theta4, theta5)
[-0.8, 1.99, 1.84] -> [111.90, -4.23, 128.77, -128.77, 0.00]
[-0.21, -0.47, -0.32] -> [-114.08, -131.41, 54.57, -54.57, 0.00]
[0.08, 0.6, 0.13] -> [82.41, -128.92, 32.51, -32.51, 0.00]
[-0.11, 0.05, 0.1] -> [155.56, -160.58, 23.55, -23.55, 0.00]
[-1.17, 0.25, 1.97] -> [167.94, -19.63, 62.68, -62.68, 0.00]
[0.86, 0.77, 0.51] -> [41.84, -90.85, 44.30, -44.30, 0.00]
[-1.04, -0.67, -0.5] -> [-147.21, -94.25, 92.47, -92.47, 0.00]
[-0.7, 0.63, 1.2] -> [138.01, -64.63, 26.76, -26.76, 0.00]
[1.02, 1.43, 1.1] -> [54.50, -47.72, 78.05, -78.05, 0.00]
[0.43, 0.12, -1.09] -> [15.59, -113.00, 109.88, -109.88, 0.00]
[0.89, 1.11, 0.34] -> [51.28, -82.60, 64.58, -64.58, 0.00]
[-0.8, 1.24, 0.04] -> [122.83, -83.98, 78.13, -78.13, 0.00]
[-1.39, 1.52, 0.28] -> [132.44, -52.02, 114.49, -114.49, 0.00]
[-0.94, -1.08, 1.34] -> [-131.04, -47.58, 58.13, -58.13, 0.00]
[-1.85, -1.56, 0.98] -> [-139.86, -16.73, 147.48, -147.48, 0.00]
[-0.14, 0.52, 0.9] -> [105.07, -99.15, 2.73, -2.73, 0.00]
[0.3, -0.06, -0.75] -> [-11.31, -130.42, 79.33, -79.33, 0.00]
[0.81, -0.65, -0.6] -> [-38.75, -102.28, 89.46, -89.46, 0.00]
[-1.07, 0.17, 1.99] -> [170.97, -18.65, 57.87, -57.87, 0.00]
[0.3, -0.65, 0.64] -> [-65.22, -108.03, 17.33, -17.33, 0.00]
[1.47, 0.37, 0.3] -> [14.13, -79.00, 71.58, -71.58, 0.00]
[-1.4, -0.52, 0.91] -> [-159.62, -63.58, 59.75, -59.75, 0.00]
[1.27, -0.71, -0.33] -> [-29.21, -85.07, 94.72, -94.72, 0.00]
[0.74, 0.56, -0.72] -> [37.12, -105.00, 93.30, -93.30, 0.00]
[0.9, 1.95, 0.46] -> [65.22, -45.10, 118.02, -118.02, 0.00]
[1.49, -0.02, 1.23] -> [-0.77, -50.97, 60.52, -60.52, 0.00]
[-0.61, 1.67, -0.15] -> [110.07, -68.93, 107.94, -107.94, 0.00]
[-0.96, 0.81, -0.46] -> [139.84, -93.82, 90.96, -90.96, 0.00]
[-0.49, -0.08, 1.09] -> [-170.73, -79.59, 0.26, -0.26, 0.00]
[-1.87, -0.61, 1.04] -> [-161.93, -41.64, 94.39, -94.39, 0.00]
[1.78, 0.54, 1.07] -> [16.88, -44.95, 85.80, -85.80, 0.00]
[-1.04, 0.96, 1.1] -> [137.29, -58.61, 54.70, -54.70, 0.00]
[-1.25, -1.69, -0.16] -> [-126.49, -47.01, 143.77, -143.77, 0.00]
[1.22, -1.63, 1.89] -> [-53.19, -6.96, 118.86, -118.86, 0.00]
[1.24, -1.34, 1.5] -> [-47.22, -30.54, 88.29, -88.29, 0.00]
[0.24, 1.02, 0.69] -> [76.76, -89.24, 34.48, -34.48, 0.00]
[0.61, -1.01, 1.32] -> [-58.87, -53.65, 42.36, -42.36, 0.00]
[-0.49, 1.42, -0.38] -> [109.04, -82.23, 100.69, -100.69, 0.00]
[0.51, -0.38, 0.59] -> [-36.69, -115.43, 14.75, -14.75, 0.00]
[0.13, -0.79, -1.23] -> [-80.66, -91.07, 138.35, -138.35, 0.00]
[1.16, -0.9, -0.54] -> [-37.81, -81.89, 108.95, -108.95, 0.00]
[1.76, 0.26, 1.8] -> [8.40, -19.29, 93.00, -93.00, 0.00]
[-0.66, -1.17, -0.34] -> [-119.43, -90.61, 88.65, -88.65, 0.00]
[0.06, 1.78, 1.05] -> [88.07, -48.54, 79.71, -79.71, 0.00]
[-1.03, -0.27, -0.64] -> [-165.31, -100.31, 93.38, -93.38, 0.00]
[-0.48, -1.1, -1.12] -> [-113.57, -75.00, 150.97, -150.97, 0.00]
[-0.51, 0.4, 1.15] -> [141.89, -72.23, 9.48, -9.48, 0.00]
[-0.58, -1.6, -0.47] -> [-109.93, -69.84, 121.95, -121.95, 0.00]
[-1.05, -1.79, 0.34] -> [-120.40, -50.63, 114.03, -114.03, 0.00]
[0.47, -0.83, -1.28] -> [-60.48, -76.99, 160.62, -160.62, 0.00]
[1.68, -0.57, 1.25] -> [-18.74, -41.75, 80.45, -80.45, 0.00]
[0.07, -0.67, 0.57] -> [-84.04, -113.95, 17.21, -17.21, 0.00]
[0.74, 0.9, 1.96] -> [50.57, -20.19, 60.64, -60.64, 0.00]
[-0.22, 1.51, -0.34] -> [98.29, -81.35, 99.88, -99.88, 0.00]
[0.66, -1.14, 1.02] -> [-59.93, -65.01, 48.25, -48.25, 0.00]
[-1.38, -1.03, -0.68] -> [-143.26, -61.95, 144.68, -144.68, 0.00]
[0.31, 1.46, -0.06] -> [78.01, -83.67, 83.41, -83.41, 0.00]
[-0.63, -0.66, 0.26] -> [-133.67, -109.33, 39.44, -39.44, 0.00]
[0.37, 0.13, -0.25] -> [19.36, -138.69, 47.79, -47.79, 0.00]
[0.95, 0.18, -0.85] -> [10.73, -99.87, 105.07, -105.07, 0.00]
[0.86, -0.91, 0.84] -> [-46.62, -74.88, 44.81, -44.81, 0.00]
[1.66, -0.0, 1.95] -> [-0.00, -15.28, 89.87, -89.87, 0.00]
[0.86, -1.72, 0.39] -> [-63.43, -58.25, 98.70, -98.70, 0.00]
[-0.73, -0.57, 1.09] -> [-142.02, -72.02, 24.86, -24.86, 0.00]
[-0.93, 1.23, 1.71] -> [127.09, -28.49, 73.57, -73.57, 0.00]
[-1.46, 1.38, 0.02] -> [136.61, -55.82, 120.37, -120.37, 0.00]
[-0.61, -1.54, 0.53] -> [-111.61, -68.19, 75.31, -75.31, 0.00]
[1.2, 0.7, 0.16] -> [30.26, -86.98, 68.35, -68.35, 0.00]
[0.05, 1.38, 0.84] -> [87.92, -70.18, 52.86, -52.86, 0.00]
[-1.86, 1.26, 1.47] -> [145.89, -14.34, 127.69, -127.69, 0.00]
[-1.07, -0.21, 0.63] -> [-168.90, -89.73, 38.02, -38.02, 0.00]
[-1.0, 0.65, 1.52] -> [146.98, -42.83, 47.23, -47.23, 0.00]
[0.04, -1.55, -0.9] -> [-88.52, -63.31, 154.94, -154.94, 0.00]
[1.09, -0.77, -0.13] -> [-35.24, -91.62, 77.27, -77.27, 0.00]
[1.24, 1.93, 1.45] -> [57.28, -12.14, 133.52, -133.52, 0.00]
[1.97, -0.42, -0.16] -> [-12.04, -54.13, 131.62, -131.62, 0.00]
[-1.67, -1.5, 1.53] -> [-138.07, -12.13, 129.17, -129.17, 0.00]
[0.16, -1.26, 0.39] -> [-82.76, -88.62, 54.07, -54.07, 0.00]
[0.31, 1.4, 1.7] -> [77.51, -30.76, 66.44, -66.44, 0.00]
[1.62, 1.81, 0.58] -> [48.17, -20.52, 158.57, -158.57, 0.00]
[-1.16, -0.11, 0.1] -> [-174.58, -98.59, 58.18, -58.18, 0.00]
[-0.62, 0.97, 0.35] -> [122.59, -95.18, 48.54, -48.54, 0.00]
[1.48, 1.41, 0.91] -> [43.61, -41.89, 101.26, -101.26, 0.00]
[-1.9, 0.05, 0.94] -> [178.49, -47.32, 88.98, -88.98, 0.00]
[-0.51, -1.36, -0.73] -> [-110.56, -78.41, 123.15, -123.15, 0.00]
[-1.22, 1.38, -0.33] -> [131.48, -63.46, 124.74, -124.74, 0.00]
[1.16, -0.28, 0.08] -> [-13.57, -97.41, 60.45, -60.45, 0.00]
[0.37, -1.21, -0.15] -> [-73.00, -95.04, 74.45, -74.45, 0.00]
[0.5, 0.45, 1.43] -> [41.99, -48.83, 17.16, -17.16, 0.00]
[-1.28, 1.76, 1.95] -> [126.03, 3.18, 139.20, -139.20, 0.00]
[-1.45, 0.77, -0.02] -> [152.03, -76.09, 91.52, -91.52, 0.00]
[-0.04, -1.64, 0.43] -> [-91.40, -70.96, 76.39, -76.39, 0.00]
[0.47, -0.69, -1.01] -> [-55.74, -100.49, 113.91, -113.91, 0.00]
[1.02, 1.02, -0.45] -> [45.00, -84.56, 101.19, -101.19, 0.00]
[1.45, 0.73, 1.65] -> [26.72, -29.55, 77.27, -77.27, 0.00]
[0.91, 0.19, 1.45] -> [11.79, -48.72, 30.90, -30.90, 0.00]
[-1.32, 1.17, 0.01] -> [138.45, -69.72, 99.17, -99.17, 0.00]
[1.24, -0.83, -0.33] -> [-33.80, -83.17, 97.08, -97.08, 0.00]
[0.55, 1.49, 1.19] -> [69.74, -49.83, 66.71, -66.71, 0.00]
[0.27, -0.66, 1.69] -> [-67.75, -31.69, 28.50, -28.50, 0.00]
[0.33, -0.57, 1.83] -> [-59.93, -22.19, 32.50, -32.50, 0.00]
[0.57, 1.88, 0.69] -> [73.13, -50.86, 96.22, -96.22, 0.00]
[-0.14, 1.45, -0.29] -> [95.51, -85.23, 92.59, -92.59, 0.00]
[0.36, 1.91, 0.38] -> [79.33, -57.33, 100.72, -100.72, 0.00]
[0.46, 1.95, 1.76] -> [76.73, -14.00, 110.45, -110.45, 0.00]
[0.53, -0.52, -1.31] -> [-44.45, -87.77, 148.82, -148.82, 0.00]
[-0.51, -0.56, -0.29] -> [-132.32, -119.72, 59.73, -59.73, 0.00]
[0.89, 0.26, 0.72] -> [16.28, -93.25, 27.10, -27.10, 0.00]
[0.72, -0.01, 1.34] -> [-0.80, -56.20, 17.04, -17.04, 0.00]
[0.52, 0.68, -0.46] -> [52.59, -113.02, 73.20, -73.20, 0.00]
[-0.2, 0.1, -0.69] -> [153.43, -135.42, 74.08, -74.08, 0.00]
[0.92, -1.99, 1.13] -> [-65.19, -28.60, 116.01, -116.01, 0.00]
[-1.24, 0.48, 0.91] -> [158.84, -69.27, 49.21, -49.21, 0.00]
[0.05, -1.02, 0.33] -> [-87.19, -102.12, 42.29, -42.29, 0.00]
[0.9, -0.96, -0.37] -> [-46.85, -91.74, 88.82, -88.82, 0.00]
[0.84, -2.0, 0.79] -> [-67.22, -38.42, 114.21, -114.21, 0.00]
[0.04, 0.6, 0.34] -> [86.19, -126.33, 22.66, -22.66, 0.00]
[1.29, -0.3, 0.57] -> [-13.09, -81.48, 53.01, -53.01, 0.00]
[0.87, 0.2, -1.0] -> [12.95, -98.26, 115.36, -115.36, 0.00]
[-1.9, 1.25, 0.83] -> [146.66, -31.36, 125.83, -125.83, 0.00]
[0.69, 1.87, 1.69] -> [69.75, -17.33, 107.15, -107.15, 0.00]
[0.66, 1.57, 1.9] -> [67.20, -16.66, 90.98, -90.98, 0.00]
[-0.79, -0.68, -1.21] -> [-139.28, -78.40, 152.69, -152.69, 0.00]
[0.11, -1.67, 0.54] -> [-86.23, -67.21, 76.32, -76.32, 0.00]
[-0.78, 1.22, 0.17] -> [122.59, -84.05, 71.54, -71.54, 0.00]
[-1.06, -0.28, 1.98] -> [-165.20, -19.18, 58.06, -58.06, 0.00]
[1.79, 0.24, 1.34] -> [7.64, -37.36, 83.96, -83.96, 0.00]
[0.89, 0.31, 0.91] -> [19.20, -82.55, 25.81, -25.81, 0.00]
[-0.74, 1.64, 1.62] -> [114.29, -26.44, 89.10, -89.10, 0.00]
[0.4, 1.1, -1.05] -> [70.02, -81.79, 136.97, -136.97, 0.00]
[-1.58, -0.98, 1.23] -> [-148.19, -39.58, 86.74, -86.74, 0.00]
[0.76, 0.73, 1.21] -> [43.85, -62.04, 33.39, -33.39, 0.00]
[1.85, -1.23, 0.53] -> [-33.62, -39.65, 124.60, -124.60, 0.00]
[-1.36, 1.65, 0.55] -> [129.50, -44.47, 114.82, -114.82, 0.00]
[-0.76, -1.34, -0.3] -> [-119.56, -80.88, 98.55, -98.55, 0.00]
[-0.07, -0.88, 1.78] -> [-94.55, -28.72, 39.63, -39.63, 0.00]
[0.87, -0.76, 1.74] -> [-41.14, -31.51, 51.69, -51.69, 0.00]
[-1.69, 0.22, -0.75] -> [172.58, -59.50, 152.51, -152.51, 0.00]
[1.23, 0.73, 0.81] -> [30.69, -69.44, 56.26, -56.26, 0.00]
[0.27, 1.63, 1.53] -> [80.59, -34.08, 76.28, -76.28, 0.00]
[-1.64, 0.45, 1.2] -> [164.66, -45.98, 74.63, -74.63, 0.00]
[0.98, 1.16, 0.22] -> [49.81, -80.06, 74.25, -74.25, 0.00]
[-0.54, 0.82, 1.24] -> [123.37, -61.47, 29.59, -29.59, 0.00]
[1.01, -1.2, 1.97] -> [-49.91, -16.04, 84.46, -84.46, 0.00]
[0.17, -0.71, 1.92] -> [-76.53, -18.73, 39.42, -39.42, 0.00]
[0.71, 1.2, 1.23] -> [59.39, -53.47, 54.33, -54.33, 0.00]
[-0.76, 0.43, 1.4] -> [150.50, -52.08, 26.62, -26.62, 0.00]
[-0.22, 1.82, -0.37] -> [96.89, -63.35, 126.84, -126.84, 0.00]
[1.22, -0.31, -0.61] -> [-14.26, -91.46, 101.04, -101.04, 0.00]
[-0.3, -0.0, 1.86] -> [-180.00, -7.38, 23.71, -23.71, 0.00]
[-0.82, 0.72, -0.65] -> [138.72, -98.87, 95.31, -95.31, 0.00]
[2.0, 0.5, 1.56] -> [14.04, -19.90, 109.80, -109.80, 0.00]
[-0.47, 1.8, 0.77] -> [104.63, -53.63, 86.83, -86.83, 0.00]
[1.9, -1.04, 0.86] -> [-28.69, -37.05, 113.29, -113.29, 0.00]
[1.55, 0.52, 1.12] -> [18.55, -51.08, 69.45, -69.45, 0.00]
[-1.44, -0.6, 1.68] -> [-157.38, -29.51, 73.87, -73.87, 0.00]
[-0.0, -0.34, -0.4] -> [-90.00, -138.29, 56.11, -56.11, 0.00]
[0.36, -1.13, 0.17] -> [-72.33, -96.71, 56.56, -56.56, 0.00]
[-0.29, -0.14, -0.03] -> [-154.23, -145.81, 33.67, -33.67, 0.00]
[0.54, -1.14, -0.04] -> [-64.65, -94.93, 69.14, -69.14, 0.00]
[0.94, -0.31, -0.85] -> [-18.25, -98.81, 106.08, -106.08, 0.00]
[0.69, -1.69, -0.55] -> [-67.79, -59.01, 142.65, -142.65, 0.00]
[1.49, -0.58, 0.93] -> [-21.27, -59.12, 66.76, -66.76, 0.00]
[1.89, 0.96, 0.15] -> [26.93, -48.73, 126.24, -126.24, 0.00]
[-0.82, 0.48, -0.73] -> [149.66, -103.76, 94.93, -94.93, 0.00]
[0.16, -0.99, -0.43] -> [-80.82, -106.40, 77.11, -77.11, 0.00]
[-1.63, 1.68, 0.88] -> [134.13, -25.72, 134.42, -134.42, 0.00]
[0.85, -0.76, 1.35] -> [-41.80, -52.67, 40.53, -40.53, 0.00]
[1.06, 0.57, 0.44] -> [28.27, -90.51, 48.88, -48.88, 0.00]
[-1.13, -1.54, 1.03] -> [-126.27, -44.26, 89.69, -89.69, 0.00]
[-0.67, -0.88, 0.26] -> [-127.28, -99.24, 49.09, -49.09, 0.00]
[1.22, -0.47, -0.14] -> [-21.07, -92.97, 76.24, -76.24, 0.00]
[1.35, 1.8, 0.53] -> [53.13, -37.73, 128.13, -128.13, 0.00]
[1.06, 0.95, 0.07] -> [41.87, -86.28, 73.76, -73.76, 0.00]
[-0.75, -0.16, 1.08] -> [-167.96, -76.26, 15.58, -15.58, 0.00]
[0.95, -1.08, 0.86] -> [-48.66, -67.36, 56.40, -56.40, 0.00]
[-0.49, -1.72, 1.14] -> [-105.90, -45.21, 80.62, -80.62, 0.00]
[1.76, -1.26, 0.4] -> [-35.60, -44.68, 121.64, -121.64, 0.00]
[-1.11, 0.96, 1.39] -> [139.14, -44.50, 61.23, -61.23, 0.00]
[-1.08, -0.06, 1.6] -> [-176.82, -39.36, 43.24, -43.24, 0.00]
[1.09, -0.15, 1.66] -> [-7.84, -35.99, 46.10, -46.10, 0.00]
[1.75, 0.17, -0.24] -> [5.55, -69.53, 111.33, -111.33, 0.00]
[-0.54, -0.76, 0.2] -> [-125.39, -109.27, 42.72, -42.72, 0.00]
[-0.93, 0.25, -1.13] -> [164.95, -88.92, 133.50, -133.50, 0.00]
[1.76, 0.8, 0.51] -> [24.44, -55.87, 96.70, -96.70, 0.00]
[-1.16, 1.68, 1.7] -> [124.62, -15.07, 112.02, -112.02, 0.00]
[1.29, 1.34, 1.52] -> [46.09, -28.68, 91.40, -91.40, 0.00]
[-0.12, 1.07, 0.21] -> [96.40, -101.58, 49.38, -49.38, 0.00]
[-1.18, -0.75, -0.16] -> [-147.56, -88.51, 82.35, -82.35, 0.00]
[-0.25, -0.69, 1.19] -> [-109.92, -68.07, 14.83, -14.83, 0.00]
[-1.99, 1.33, 1.1] -> [146.24, -16.20, 142.82, -142.82, 0.00]
[1.52, -0.56, 1.4] -> [-20.22, -40.38, 71.50, -71.50, 0.00]
[-1.31, -1.65, 0.37] -> [-128.45, -48.49, 116.31, -116.31, 0.00]
[-1.31, 1.11, -0.52] -> [139.72, -67.80, 127.42, -127.42, 0.00]
[1.24, -1.79, 0.04] -> [-55.29, -43.76, 140.06, -140.06, 0.00]
[0.72, 1.51, -0.33] -> [64.51, -73.54, 109.88, -109.88, 0.00]
[1.56, 0.47, 1.85] -> [16.77, -20.47, 83.95, -83.95, 0.00]
[-1.63, 0.4, 1.04] -> [166.21, -52.52, 72.23, -72.23, 0.00]
[1.59, -1.25, 1.57] -> [-38.17, -21.07, 106.39, -106.39, 0.00]
[1.92, -0.65, 0.31] -> [-18.70, -53.65, 110.30, -110.30, 0.00]
[0.56, 1.56, -0.25] -> [70.25, -75.02, 104.00, -104.00, 0.00]
[-1.41, 1.2, 1.59] -> [139.60, -26.14, 92.38, -92.38, 0.00]
[0.71, -1.19, 1.45] -> [-59.18, -43.42, 57.17, -57.17, 0.00]
[-0.34, 0.75, 1.75] -> [114.39, -29.80, 35.75, -35.75, 0.00]
[1.47, 0.65, 0.54] -> [23.85, -70.10, 71.73, -71.73, 0.00]
[-0.4, 1.53, 1.2] -> [104.65, -49.63, 66.32, -66.32, 0.00]
[0.21, -0.19, 1.96] -> [-42.14, -1.93, 29.01, -29.01, 0.00]
[-0.49, 0.14, -0.51] -> [164.05, -128.20, 66.30, -66.30, 0.00]
[0.73, -0.4, 1.89] -> [-28.72, -22.03, 42.11, -42.11, 0.00]
[0.61, 0.31, -0.34] -> [26.94, -122.80, 60.30, -60.30, 0.00]
[-1.5, -1.2, 1.88] -> [-141.34, -11.64, 107.50, -107.50, 0.00]
[1.04, 1.16, 0.23] -> [48.12, -78.06, 76.47, -76.47, 0.00]
[-0.04, -1.44, -0.84] -> [-91.59, -75.25, 133.39, -133.39, 0.00]
[-0.25, 1.86, 1.28] -> [97.66, -37.19, 88.65, -88.65, 0.00]
[-0.9, -0.08, -0.77] -> [-174.92, -104.91, 96.09, -96.09, 0.00]
[-1.0, -1.02, 1.95] -> [-134.43, -18.95, 74.85, -74.85, 0.00]
[-1.29, 0.43, -0.62] -> [161.57, -86.14, 107.71, -107.71, 0.00]
[1.31, 0.45, 1.69] -> [18.96, -31.94, 63.17, -63.17, 0.00]
[0.4, 1.2, -1.15] -> [71.57, -63.78, 171.50, -171.50, 0.00]
[1.7, -0.7, 0.96] -> [-22.38, -49.22, 84.05, -84.05, 0.00]
[-0.89, 1.72, -0.31] -> [117.36, -57.29, 133.57, -133.57, 0.00]
[1.63, -1.52, 1.97] -> [-43.00, 8.39, 149.74, -149.74, 0.00]
[0.33, -0.05, -1.01] -> [-8.62, -120.33, 100.49, -100.49, 0.00]
[-0.29, 1.37, -0.58] -> [101.95, -84.78, 107.34, -107.34, 0.00]
[0.32, -1.26, 0.1] -> [-75.75, -91.97, 65.44, -65.44, 0.00]
[-0.91, -0.25, 1.25] -> [-164.64, -61.39, 27.55, -27.55, 0.00]
[-1.23, -0.47, 1.31] -> [-159.09, -51.51, 50.47, -50.47, 0.00]
[1.15, 1.23, 1.78] -> [46.93, -22.47, 85.36, -85.36, 0.00]
[-1.56, -0.98, -0.25] -> [-147.86, -64.48, 119.35, -119.35, 0.00]
[1.86, -0.98, 1.26] -> [-27.78, -28.93, 108.04, -108.04, 0.00]
[-0.8, 1.25, -0.47] -> [122.62, -82.12, 105.20, -105.20, 0.00]
[1.75, 1.05, 1.04] -> [30.96, -38.47, 100.82, -100.82, 0.00]
[-0.21, -1.38, -0.06] -> [-98.65, -88.43, 77.57, -77.57, 0.00]
[-0.6, 0.32, 0.8] -> [151.93, -100.40, 11.99, -11.99, 0.00]
[-1.08, -0.76, -0.63] -> [-144.87, -87.96, 106.05, -106.05, 0.00]
[0.22, -1.41, -0.05] -> [-81.13, -86.86, 78.97, -78.97, 0.00]
[0.14, -1.37, -0.94] -> [-84.17, -74.65, 139.95, -139.95, 0.00]
[0.51, -1.57, 0.36] -> [-72.00, -71.75, 78.88, -78.88, 0.00]
[0.31, 0.37, -1.4] -> [50.04, -91.71, 153.83, -153.83, 0.00]
[1.13, -0.1, -1.01] -> [-5.06, -85.87, 129.38, -129.38, 0.00]
[0.45, -0.54, 0.36] -> [-50.19, -119.30, 26.04, -26.04, 0.00]
[0.3, 1.85, 0.11] -> [80.79, -63.46, 103.88, -103.88, 0.00]
[-1.54, 1.72, 1.23] -> [131.84, -18.80, 131.03, -131.03, 0.00]
[-0.47, 0.81, 1.53] -> [120.12, -43.75, 33.48, -33.48, 0.00]
[-0.63, -1.0, 0.64] -> [-122.21, -85.36, 43.15, -43.15, 0.00]
[0.16, -1.53, 1.31] -> [-84.03, -46.29, 64.64, -64.64, 0.00]
[1.71, 1.71, 1.56] -> [45.00, 5.41, 164.74, -164.74, 0.00]
[-1.52, -0.26, 0.68] -> [-170.29, -69.21, 65.02, -65.02, 0.00]
[1.11, 0.51, 0.84] -> [24.68, -75.99, 42.94, -42.94, 0.00]
[-0.5, -0.17, -1.07] -> [-161.22, -110.79, 109.80, -109.80, 0.00]
[-0.82, -1.95, -0.1] -> [-112.81, -47.06, 140.83, -140.83, 0.00]
[-0.43, 0.86, -0.6] -> [116.57, -105.89, 86.21, -86.21, 0.00]
[0.71, 0.42, 1.42] -> [30.61, -50.73, 24.58, -24.58, 0.00]
[0.29, 1.61, 1.15] -> [79.79, -49.91, 69.69, -69.69, 0.00]
[0.46, 0.53, -0.54] -> [49.04, -118.90, 73.19, -73.19, 0.00]
[-1.21, -0.8, 0.48] -> [-146.53, -78.36, 62.73, -62.73, 0.00]
[0.2, -0.69, 1.0] -> [-73.84, -83.73, 12.54, -12.54, 0.00]
[1.11, 1.75, 1.69] -> [57.61, -14.22, 114.72, -114.72, 0.00]
[-1.87, -0.48, 1.02] -> [-165.60, -43.73, 91.35, -91.35, 0.00]
[1.32, 1.5, 0.85] -> [48.65, -45.54, 97.50, -97.50, 0.00]
[0.55, 1.16, 1.99] -> [64.63, -18.27, 68.19, -68.19, 0.00]
[-0.54, 1.18, 0.49] -> [114.59, -84.89, 53.12, -53.12, 0.00]
[-1.46, -0.74, -0.01] -> [-153.12, -76.30, 90.74, -90.74, 0.00]
[0.6, 1.33, -0.22] -> [65.72, -85.40, 89.01, -89.01, 0.00]
[1.84, -0.72, -0.38] -> [-21.37, -52.18, 145.50, -145.50, 0.00]
[-0.39, 1.97, 1.27] -> [101.20, -32.60, 99.49, -99.49, 0.00]
[-1.99, 1.32, 1.14] -> [146.44, -15.55, 142.19, -142.19, 0.00]
[1.32, 0.07, 0.83] -> [3.04, -72.72, 49.21, -49.21, 0.00]
[-1.35, -0.56, -0.62] -> [-157.47, -80.71, 114.48, -114.48, 0.00]
[0.92, -1.23, -0.67] -> [-53.20, -75.21, 124.38, -124.38, 0.00]
[0.51, -1.26, 1.23] -> [-67.96, -54.34, 52.12, -52.12, 0.00]
[-0.68, 1.55, -0.22] -> [113.69, -73.30, 104.98, -104.98, 0.00]
[-0.87, 1.49, 1.67] -> [120.28, -26.29, 84.98, -84.98, 0.00]
[-1.27, -1.01, 1.77] -> [-141.51, -24.22, 80.79, -80.79, 0.00]
[-0.3, 0.88, -0.72] -> [108.82, -104.92, 93.37, -93.37, 0.00]
[1.92, 0.22, 0.31] -> [6.54, -58.75, 101.80, -101.80, 0.00]
[1.22, -0.51, -0.73] -> [-22.69, -85.60, 114.01, -114.01, 0.00]
[-1.05, 1.99, 1.27] -> [117.82, -21.14, 124.03, -124.03, 0.00]
[0.62, 1.93, 1.72] -> [72.19, -14.80, 111.30, -111.30, 0.00]
[0.02, -1.47, -0.25] -> [-89.22, -84.74, 91.26, -91.26, 0.00]
[-0.13, 1.62, -0.76] -> [94.59, -65.87, 142.81, -142.81, 0.00]
[1.75, 0.45, -0.4] -> [14.42, -64.53, 126.48, -126.48, 0.00]
[-0.41, -1.53, 0.52] -> [-105.00, -71.58, 70.56, -70.56, 0.00]
[0.63, 1.82, 0.64] -> [70.91, -53.73, 93.72, -93.72, 0.00]
[1.32, -0.94, -0.04] -> [-35.46, -77.23, 90.92, -90.92, 0.00]
[-1.59, -0.9, 1.54] -> [-150.49, -28.90, 89.27, -89.27, 0.00]
[1.46, 0.06, 1.01] -> [2.35, -60.88, 57.45, -57.45, 0.00]
[0.92, -1.82, -0.16] -> [-63.18, -52.25, 134.76, -134.76, 0.00]
[0.16, 0.85, -0.37] -> [79.34, -113.67, 68.12, -68.12, 0.00]
[-0.87, 0.38, 1.04] -> [156.41, -74.58, 26.02, -26.02, 0.00]
[1.45, -1.44, -0.33] -> [-44.80, -47.33, 151.45, -151.45, 0.00]
[0.59, 1.88, 0.61] -> [72.58, -52.23, 97.93, -97.93, 0.00]
[-1.85, 0.02, -0.38] -> [179.38, -62.02, 129.39, -129.39, 0.00]
[-1.29, 1.29, 0.44] -> [135.00, -62.30, 89.53, -89.53, 0.00]
[0.64, -0.27, 1.48] -> [-22.87, -45.44, 19.83, -19.83, 0.00]
[1.18, -1.29, 0.08] -> [-47.55, -70.21, 95.09, -95.09, 0.00]
[-1.7, 0.0, -0.17] -> [180.00, -73.11, 102.86, -102.86, 0.00]
[-0.08, 0.39, -0.91] -> [101.59, -121.71, 93.03, -93.03, 0.00]
[-0.89, -1.77, 0.55] -> [-116.69, -52.82, 99.96, -99.96, 0.00]
[-0.69, 0.07, 1.03] -> [174.21, -81.95, 11.14, -11.14, 0.00]
[0.19, -1.32, 0.93] -> [-81.81, -68.31, 49.38, -49.38, 0.00]
[0.6, -0.31, -0.64] -> [-27.32, -118.06, 79.11, -79.11, 0.00]
[0.35, 1.88, 1.73] -> [79.45, -18.44, 101.33, -101.33, 0.00]
[1.64, 0.46, 0.38] -> [15.67, -68.98, 82.04, -82.04, 0.00]
[0.69, 1.36, 1.99] -> [63.10, -15.78, 82.46, -82.46, 0.00]
[0.48, -1.65, -0.41] -> [-73.78, -69.89, 118.95, -118.95, 0.00]
[0.8, -0.33, 1.43] -> [-22.42, -50.09, 26.97, -26.97, 0.00]
[-0.57, 0.75, -0.92] -> [127.23, -98.85, 110.03, -110.03, 0.00]
[-1.22, 1.37, 0.2] -> [131.69, -64.91, 97.30, -97.30, 0.00]
[-1.53, 1.21, 0.34] -> [141.66, -57.47, 102.45, -102.45, 0.00]
[0.81, -1.18, -0.82] -> [-55.53, -76.63, 130.37, -130.37, 0.00]
[-1.62, -0.82, -0.46] -> [-153.15, -62.60, 132.40, -132.40, 0.00]
[-1.66, 1.38, 0.31] -> [140.26, -45.70, 124.05, -124.05, 0.00]
[-0.46, 0.34, 0.28] -> [143.53, -129.42, 24.22, -24.22, 0.00]
[1.6, -1.28, -0.31] -> [-38.66, -47.58, 150.03, -150.03, 0.00]
[0.21, 0.62, 1.05] -> [71.29, -81.14, 8.98, -8.98, 0.00]
[1.4, -0.52, 0.11] -> [-20.38, -82.53, 76.53, -76.53, 0.00]
